id	name	image	biog	url_key
1788	Stone The Crows	NULL	NULL	8f63q
1789	Stoneground	NULL	NULL	vbxm5
1790	Stony Sleep	NULL	NULL	4wp28
1791	STP 23	NULL	NULL	c93nv
1792	Straitjacket Fits	NULL	NULL	rdmq4
1793	Strangelove	NULL	NULL	h625c
1794	Stranglers	NULL	NULL	zxn8r
1795	Strawberry Switchblade	NULL	NULL	g354z
1796	Streetwalkers	NULL	NULL	jm8cg
1797	Stretch	NULL	NULL	f2vrj
1798	Stretchheads	NULL	NULL	bn4hf
1799	Strip Kings	NULL	NULL	wqczb
1800	Strokes	NULL	NULL	95rgw
1801	Stuffy & The Fuses	NULL	NULL	d8hj9
1802	Stukas	NULL	NULL	6vzfd
1803	Stump	NULL	NULL	x4gb6
1804	Submarine	NULL	NULL	pcjwx
1805	Subsonic 2	NULL	NULL	3rf9p
1806	Suburban Studs	NULL	NULL	mhbd3
1807	Suckle	NULL	NULL	2zw6m
1808	Sudden Sway	NULL	NULL	ng9x2
1809	Suede	NULL	NULL	qjdpn
1810	Sugar	NULL	NULL	5f63q
1811	Sugarcubes	NULL	NULL	8bxm5
1812	Suicide	NULL	NULL	vwp28
1813	Sultans Of Ping F.C.	NULL	NULL	493nv
1814	Sun Carriage	NULL	NULL	cdmq4
1815	Sundays	NULL	NULL	r625c
1816	Sunn	NULL	NULL	hxn8r
1817	Super Furry Animals	NULL	NULL	zpqvh
1818	Supercharge	NULL	NULL	gm8cg
1819	Superchunk	NULL	NULL	j2vrj
1820	Supergrass	NULL	NULL	fn4hf
1821	Superqueens	NULL	NULL	bqczb
1822	Supersister	NULL	NULL	w5rgw
1823	Supertramp	NULL	NULL	98hj9
1824	Supreme Dicks	NULL	NULL	dvzfd
1825	Surgeon	NULL	NULL	64gb6
1826	Surgery	NULL	NULL	xcjwx
1827	SUS	NULL	NULL	prf9p
1828	Sutherland Brothers	NULL	NULL	3hbd3
1829	Swan Arcade	NULL	NULL	mzw6m
1830	Sweeney	NULL	NULL	2g9x2
1831	Swell	NULL	NULL	njdpn
1832	Swell Maps	NULL	NULL	qf63q
1833	Swervedriver	NULL	NULL	5bxm5
1834	Swinging Laurels	NULL	NULL	8wp28
1835	Swirlies	NULL	NULL	v93nv
1836	Syd Barrett	NULL	NULL	4dmq4
1837	Syncbeat	NULL	NULL	c625c
1838	Synchro Goldfish	NULL	NULL	rxn8r
1839	Systems	NULL	NULL	hpqvh
1840	T.Raumschmiere	NULL	NULL	z354z
1841	T.Rex	NULL	NULL	g2vrj
1842	T.V. Smith's Cheap	NULL	NULL	jn4hf
1843	T.V. Smith's Explorers	NULL	NULL	fqczb
1844	Tad	NULL	NULL	b5rgw
1845	Talisker	NULL	NULL	w8hj9
1846	Talisman	NULL	NULL	9vzfd
1847	Talulah Gosh	NULL	NULL	d4gb6
1848	Tangerine Dream	NULL	NULL	6cjwx
1849	Tanz Dar Youth	NULL	NULL	xrf9p
1850	Tar	NULL	NULL	phbd3
1851	Tarwater	NULL	NULL	3zw6m
1852	Taste	NULL	NULL	mg9x2
1853	Tea Set	NULL	NULL	2jdpn
1854	Teardrop Explodes	NULL	NULL	nf63q
1855	Tearjerkers	NULL	NULL	qbxm5
1856	Tears For Fears	NULL	NULL	5wp28
1857	Technoanimal	NULL	NULL	893nv
1858	Teenage Fanclub	NULL	NULL	vdmq4
1859	Telescopes	NULL	NULL	4625c
1860	Ten Benson	NULL	NULL	cxn8r
1861	Ten Years After	NULL	NULL	rpqvh
1862	Tender Lugers	NULL	NULL	h354z
1863	Terence Trent D'Arby	NULL	NULL	zm8cg
1864	Terminal Cheesecake	NULL	NULL	gn4hf
1865	Terminal Hoedown	NULL	NULL	jqczb
1866	Terrashima	NULL	NULL	f5rgw
1867	Terry And Gerry	NULL	NULL	b8hj9
1868	Terry Edwards	NULL	NULL	wvzfd
1869	Terry Reid	NULL	NULL	94gb6
1870	Test Department	NULL	NULL	dcjwx
1871	Testcard F	NULL	NULL	6rf9p
1872	Texas Radio Band	NULL	NULL	xhbd3
1873	Th' Faith Healers	NULL	NULL	pzw6m
1874	That Dog	NULL	NULL	3g9x2
1875	That Petrol Emotion	NULL	NULL	mjdpn
1876	The Abs	NULL	NULL	2f63q
1877	The Adicts	NULL	NULL	nbxm5
1878	The Adverts	NULL	NULL	qwp28
1879	The Balcony	NULL	NULL	593nv
1880	The Bambi Slam	NULL	NULL	8dmq4
1881	The Beat	NULL	NULL	v625c
1882	The Beatles	NULL	NULL	4xn8r
1883	The Beloved	NULL	NULL	cpqvh
1884	The Birthday Party	NULL	NULL	r354z
1885	The Bodies	NULL	NULL	hm8cg
1886	The Boredoms	NULL	NULL	z2vrj
1887	The Box	NULL	NULL	gqczb
1888	The Butthole Surfers	NULL	NULL	j5rgw
1889	The Chords	NULL	NULL	f8hj9
1890	The Clash	NULL	NULL	bvzfd
1891	The Crabs	NULL	NULL	w4gb6
1892	The Cramps	NULL	NULL	9cjwx
1893	The Cranberries	NULL	NULL	drf9p
1894	The Cure	NULL	NULL	6hbd3
1895	The Damned	NULL	NULL	xzw6m
1896	The Delgados	NULL	NULL	pg9x2
1897	The Delta 5	NULL	NULL	3jdpn
1898	The Desperate Bicycles	NULL	NULL	mf63q
1899	The Distributors	NULL	NULL	2bxm5
1900	The DM Bob & Jem Finer 2 Man Band	NULL	NULL	nwp28
1901	The Dodgems	NULL	NULL	q93nv
1902	The Downliners Sect	NULL	NULL	5dmq4
1903	The Eclection	NULL	NULL	8625c
1904	The Edge	NULL	NULL	vxn8r
1905	The Electro Hippies	NULL	NULL	4pqvh
1906	The Family Cat	NULL	NULL	c354z
1907	The Farm	NULL	NULL	rm8cg
1908	The Farmer's Boys	NULL	NULL	h2vrj
1909	The Fatima Mansions	NULL	NULL	zn4hf
1910	The Fieldmice	NULL	NULL	g5rgw
1911	The Fire	NULL	NULL	j8hj9
1912	The Flaming Lips	NULL	NULL	fvzfd
1913	The Flaming Stars	NULL	NULL	b4gb6
1914	The Flatbackers	NULL	NULL	wcjwx
1915	The Flatmates	NULL	NULL	9rf9p
1916	The Flowers	NULL	NULL	dhbd3
1917	The Flying Pickets	NULL	NULL	6zw6m
1918	The Flys	NULL	NULL	xg9x2
1919	The Folk Devils	NULL	NULL	pjdpn
1920	The Foundations	NULL	NULL	3f63q
1921	The Four Brothers	NULL	NULL	mbxm5
1922	The Frank Chickens	NULL	NULL	2wp28
1923	The Funboy Five	NULL	NULL	n93nv
1924	The Funkees	NULL	NULL	qdmq4
1925	The Funky Ginger	NULL	NULL	5625c
1926	The Fuzztones	NULL	NULL	8xn8r
1927	The Glaxo Babies	NULL	NULL	vpqvh
1928	The Go-Betweens	NULL	NULL	4354z
1929	The Great Crash	NULL	NULL	cm8cg
1930	The Great Leap Forward	NULL	NULL	r2vrj
1931	The Gun	NULL	NULL	hn4hf
1932	The Gymslips	NULL	NULL	zqczb
1933	The Happy Few	NULL	NULL	g8hj9
1934	The Happy Flowers	NULL	NULL	jvzfd
1935	The Hepburns	NULL	NULL	f4gb6
1936	The High Five	NULL	NULL	bcjwx
1937	The Higsons	NULL	NULL	wrf9p
1938	The Honeymoon Killers	NULL	NULL	9hbd3
1939	The Hoovers	NULL	NULL	dzw6m
1940	The Housemartins	NULL	NULL	6g9x2
1941	The Human League	NULL	NULL	xjdpn
1942	The Icicle Works	NULL	NULL	pf63q
1943	The Inspiral Carpets	NULL	NULL	3bxm5
1944	The Izzys	NULL	NULL	mwp28
1945	The Jam	NULL	NULL	293nv
1946	The James Taylor Quartet	NULL	NULL	ndmq4
1947	The Janitors	NULL	NULL	q625c
1948	The Jesus And Mary Chain	NULL	NULL	5xn8r
1949	The Juggernaughts	NULL	NULL	8pqvh
1950	The Killjoys	NULL	NULL	v354z
1951	The Klezmatics	NULL	NULL	4m8cg
1952	The Krispy Three	NULL	NULL	c2vrj
1953	The Kursaal Flyers	NULL	NULL	rn4hf
1954	The Leather Nun	NULL	NULL	hqczb
1955	The Lemonheads	NULL	NULL	z5rgw
1956	The Leyton Buzzards	NULL	NULL	gvzfd
1957	The Lines	NULL	NULL	j4gb6
1958	The Liverpool Scene	NULL	NULL	fcjwx
1959	The Luddites	NULL	NULL	brf9p
1960	The Members	NULL	NULL	whbd3
1961	The Membranes	NULL	NULL	9zw6m
1962	The Meteors	NULL	NULL	dg9x2
1963	The Milk Monitors	NULL	NULL	6jdpn
1964	The Models	NULL	NULL	xf63q
1965	The Modernaires	NULL	NULL	pbxm5
1966	The Molesters	NULL	NULL	3wp28
1967	The Monitors	NULL	NULL	m93nv
1968	The Moody Blues	NULL	NULL	2dmq4
1969	The Moondogs	NULL	NULL	n625c
1970	The Motors	NULL	NULL	qxn8r
1971	The Movies	NULL	NULL	5pqvh
1972	The Mute Drivers	NULL	NULL	8354z
1973	The Naturalites	NULL	NULL	vm8cg
1974	The Neon Hearts	NULL	NULL	42vrj
1975	The News	NULL	NULL	cn4hf
1976	The Nice	NULL	NULL	rqczb
1977	The Nightblooms	NULL	NULL	h5rgw
1978	The Nightingales	NULL	NULL	z8hj9
1979	The Noseflutes	NULL	NULL	g4gb6
1980	The Only Ones	NULL	NULL	jcjwx
1981	The Orb	NULL	NULL	frf9p
1982	The Orchids	NULL	NULL	bhbd3
1983	The Original Mirrors	NULL	NULL	wzw6m
1984	The Orson Family	NULL	NULL	9g9x2
1985	The Outcasts	NULL	NULL	djdpn
1986	The Passage	NULL	NULL	6f63q
1987	The Passions	NULL	NULL	xbxm5
1988	The Passmore Sisters	NULL	NULL	pwp28
1989	The Pastels	NULL	NULL	393nv
1990	The Persuaders	NULL	NULL	mdmq4
1991	The Petticoats	NULL	NULL	2625c
1992	The Piranhas	NULL	NULL	nxn8r
1993	The Pirates	NULL	NULL	qpqvh
1994	The Pogues	NULL	NULL	5354z
1995	The Pooh Sticks	NULL	NULL	8m8cg
1996	The Pop Group	NULL	NULL	v2vrj
1997	The Pop Guns	NULL	NULL	4n4hf
1998	The Pop Rivets	NULL	NULL	cqczb
1999	The Popinjays	NULL	NULL	r5rgw
2000	The Popticians	NULL	NULL	h8hj9
2001	The Postmen	NULL	NULL	zvzfd
2002	The Prats	NULL	NULL	gcjwx
2003	The Prefects	NULL	NULL	jrf9p
2004	The Primevals	NULL	NULL	fhbd3
2005	The Primitives	NULL	NULL	bzw6m
2006	The Prodigy	NULL	NULL	wg9x2
2007	The Professionals	NULL	NULL	9jdpn
2008	The Psychedelic Furs	NULL	NULL	df63q
2009	The Psylons	NULL	NULL	6bxm5
2010	The Ragga Twins	NULL	NULL	xwp28
2011	The Railway Children	NULL	NULL	p93nv
2012	The Raincoats	NULL	NULL	3dmq4
2013	The Red Guitars	NULL	NULL	m625c
2014	The Redskins	NULL	NULL	2xn8r
2015	The Relations	NULL	NULL	npqvh
2016	The Remipeds	NULL	NULL	q354z
2017	The Revillos	NULL	NULL	5m8cg
2018	The Rezillos	NULL	NULL	82vrj
2019	The Rhythm Pigs	NULL	NULL	vn4hf
2020	The Rich Kids	NULL	NULL	4qczb
2021	The Roogalator	NULL	NULL	c5rgw
2022	The Room	NULL	NULL	r8hj9
2023	The Rose Of Avalanche	NULL	NULL	hvzfd
2024	The Roy Hill Band	NULL	NULL	z4gb6
2025	The Rumour	NULL	NULL	grf9p
2026	The Russians	NULL	NULL	jhbd3
2027	The Ruts	NULL	NULL	fzw6m
2028	The Scars	NULL	NULL	bg9x2
2029	The Screaming Blue Messiahs	NULL	NULL	wjdpn
2030	The Selecter	NULL	NULL	9f63q
2031	The Sensible Jerseys	NULL	NULL	dbxm5
2032	The Servants	NULL	NULL	6wp28
2033	The Shadows	NULL	NULL	x93nv
2034	The Shamen	NULL	NULL	pdmq4
2035	The Shapes	NULL	NULL	3625c
2036	The Shillelagh Sisters	NULL	NULL	mxn8r
2037	The Shins	NULL	NULL	2pqvh
2038	The Shop Assistants	NULL	NULL	n354z
2039	The Shrubs	NULL	NULL	qm8cg
2040	The Sid Presley Experience	NULL	NULL	52vrj
2041	The Siddeleys	NULL	NULL	8n4hf
2042	The Sinatras	NULL	NULL	vqczb
2043	The Smiths	NULL	NULL	45rgw
2044	The Stiffs	NULL	NULL	c8hj9
2045	The Stupids	NULL	NULL	rvzfd
2046	The Suncharms	NULL	NULL	h4gb6
2047	The The	NULL	NULL	zcjwx
2048	The Vibrators	NULL	NULL	ghbd3
2049	The Werefrogs	NULL	NULL	jzw6m
2050	The Whitecats	NULL	NULL	fg9x2
2051	The Who	NULL	NULL	bjdpn
2052	Theatre Of Hate	NULL	NULL	wf63q
2053	Thee Hypnotics	NULL	NULL	9bxm5
2054	Themselves	NULL	NULL	dwp28
2055	Therapy?	NULL	NULL	693nv
2056	Thermals	NULL	NULL	xdmq4
2057	Thievery Corporation	NULL	NULL	p625c
2058	Thin Lizzy	NULL	NULL	3xn8r
2059	Thing	NULL	NULL	mpqvh
2060	Thinking Fellers Union Local 282	NULL	NULL	2354z
2061	Third Ear Band	NULL	NULL	nm8cg
2062	Third Eye Foundation	NULL	NULL	q2vrj
2063	This Heat	NULL	NULL	5n4hf
2064	This Mortal Coil	NULL	NULL	8qczb
2065	This Poison	NULL	NULL	v5rgw
2066	Thomas Mapfumo	NULL	NULL	48hj9
2067	Three Johns	NULL	NULL	cvzfd
2068	Three Stages Of Pain	NULL	NULL	r4gb6
2069	Three Wise Men	NULL	NULL	hcjwx
2070	Thrush Puppies	NULL	NULL	zrf9p
2071	Tiger	NULL	NULL	gzw6m
2072	Tigerstyle	NULL	NULL	jg9x2
2073	Tim Buckley	NULL	NULL	fjdpn
2074	Tim Hart	NULL	NULL	bf63q
2075	Tim Rose	NULL	NULL	wbxm5
2076	Tim Souster	NULL	NULL	9wp28
2077	Timeshard	NULL	NULL	d93nv
2078	Tindersticks	NULL	NULL	6dmq4
2079	Tir Na Nog	NULL	NULL	x625c
2080	To Rococo Rot	NULL	NULL	pxn8r
2081	Today Is The Day	NULL	NULL	3pqvh
2082	Tom Robinson	NULL	NULL	m354z
2083	Tom Robinson Band	NULL	NULL	2m8cg
2084	Tomorrow	NULL	NULL	n2vrj
2085	Tompaulin	NULL	NULL	qn4hf
2086	Tony Capstick	NULL	NULL	5qczb
2087	Tools You Can Trust	NULL	NULL	85rgw
2088	Top	NULL	NULL	v8hj9
2089	Topper	NULL	NULL	4vzfd
2090	Toques	NULL	NULL	c4gb6
2091	Torment	NULL	NULL	rcjwx
2092	Tortoise	NULL	NULL	hrf9p
2093	Tot	NULL	NULL	zhbd3
2094	Toumane Diabate	NULL	NULL	gg9x2
2095	Toxic Reasons	NULL	NULL	jjdpn
2096	Tractors	NULL	NULL	ff63q
2097	Traffic	NULL	NULL	bbxm5
2098	Tram	NULL	NULL	wwp28
2099	Trans AM	NULL	NULL	993nv
2100	Transglobal Underground	NULL	NULL	ddmq4
2101	Transmitters	NULL	NULL	6625c
2102	Travis Cut	NULL	NULL	xxn8r
2103	Treebound Story	NULL	NULL	ppqvh
2104	Trembling Blue Stars	NULL	NULL	3354z
2105	Trencher	NULL	NULL	mm8cg
2106	Tribute To Nothing	NULL	NULL	22vrj
2107	Tricky	NULL	NULL	nn4hf
2108	Triffids	NULL	NULL	qqczb
2109	Trixie's Big Red Motor Bike	NULL	NULL	55rgw
2110	Trumans Water	NULL	NULL	88hj9
2111	Trusty	NULL	NULL	vvzfd
2112	Tsunami	NULL	NULL	44gb6
2113	Tubeway Army	NULL	NULL	ccjwx
2114	Tuesday	NULL	NULL	rrf9p
2115	Tunic	NULL	NULL	hhbd3
2116	Tunnel Frenzies	NULL	NULL	zzw6m
2117	Tunng	NULL	NULL	gj63q
2118	Turbocat	NULL	NULL	jfxm5
2119	Tuscadero	NULL	NULL	fbp28
2120	TV Personalities	NULL	NULL	bw3nv
2121	TV21	NULL	NULL	w9mq4
2122	Twa Toots	NULL	NULL	9d25c
2123	Twang	NULL	NULL	d6n8r
2124	Twinkie	NULL	NULL	6xqvh
2125	Twinkle Brothers	NULL	NULL	xp54z
2126	Twinset	NULL	NULL	p38cg
2127	Twist	NULL	NULL	3mvrj
2128	Twisted Nerve	NULL	NULL	m24hf
2129	Two People	NULL	NULL	2nczb
2130	TWP	NULL	NULL	nqrgw
2131	Tyla Gang	NULL	NULL	q5hj9
2132	Tyrannosaurus Rex	NULL	NULL	58zfd
2133	Tystion	NULL	NULL	8vgb6
2134	U.K.Subs	NULL	NULL	v4jwx
2135	U.S. Maple	NULL	NULL	4cf9p
2136	U2	NULL	NULL	crbd3
2137	UB40	NULL	NULL	rhw6m
2138	UFO	NULL	NULL	hz9x2
2139	Ugly Music Show	NULL	NULL	zgdpn
2140	Ui	NULL	NULL	gfxm5
2141	UK Decay	NULL	NULL	jbp28
2142	Ukrainians	NULL	NULL	fw3nv
2143	Ultramarine	NULL	NULL	b9mq4
2144	Ultraviolence	NULL	NULL	wd25c
2145	Ultravox	NULL	NULL	96n8r
2146	Undertones	NULL	NULL	dxqvh
2147	Underworld	NULL	NULL	6p54z
2148	Unfinished Sympathy	NULL	NULL	x38cg
2149	Union Kid	NULL	NULL	pmvrj
2150	Unknown Cases	NULL	NULL	324hf
2151	Unrest	NULL	NULL	mnczb
2152	Unsane	NULL	NULL	2qrgw
2153	Unwound	NULL	NULL	n5hj9
2154	Urusei Yatsura	NULL	NULL	q8zfd
2155	UT	NULL	NULL	5vgb6
2156	Uzeda	NULL	NULL	84jwx
2157	Van Basten	NULL	NULL	vcf9p
2158	Van Der Graaf Generator	NULL	NULL	4rbd3
2159	Van Morrison	NULL	NULL	chw6m
2160	Vapours	NULL	NULL	rz9x2
2161	Various Artists Peel Night	NULL	NULL	hgdpn
2162	Various Artists Xmas Carols	NULL	NULL	zj63q
2163	Vaults	NULL	NULL	gbp28
2164	Velocette	NULL	NULL	jw3nv
2165	Velocity Girl	NULL	NULL	f9mq4
2166	Velodrome 2000	NULL	NULL	bd25c
2167	Velvet Underground	NULL	NULL	w6n8r
2168	Veruca Salt	NULL	NULL	9xqvh
2169	Verve	NULL	NULL	dp54z
2170	Very Things	NULL	NULL	638cg
2171	Vibes	NULL	NULL	xmvrj
2172	Vic Godard	NULL	NULL	p24hf
2173	Vice Squad	NULL	NULL	3nczb
2174	Victim's Family	NULL	NULL	mqrgw
2175	Vilayat Khan	NULL	NULL	25hj9
2176	Vipers	NULL	NULL	n8zfd
2177	Virgin Dance	NULL	NULL	qvgb6
2178	Virginia Doesn't	NULL	NULL	54jwx
2179	Visions Of Change	NULL	NULL	8cf9p
2180	Visitors	NULL	NULL	vrbd3
2181	Vital Excursions	NULL	NULL	4hw6m
2182	Vitallic	NULL	NULL	cz9x2
2183	Vitamin Z	NULL	NULL	rgdpn
2184	Vitus Dance	NULL	NULL	hj63q
2185	Viv Stanshall	NULL	NULL	zfxm5
2186	Vive Le Fete	NULL	NULL	gw3nv
2187	Von Bondies	NULL	NULL	j9mq4
2188	Voodoo Queens	NULL	NULL	fd25c
2189	Vorhees	NULL	NULL	b6n8r
2190	Wagon Christ	NULL	NULL	wxqvh
2191	Wah!	NULL	NULL	9p54z
2192	Wailing Cocks	NULL	NULL	d38cg
2193	Wailing Souls	NULL	NULL	6mvrj
2194	Wake	NULL	NULL	x24hf
2195	Walking Seeds	NULL	NULL	pnczb
2196	Warren Smith	NULL	NULL	3qrgw
2197	Wasps	NULL	NULL	m5hj9
2198	Wauvenfold	NULL	NULL	28zfd
2199	Wayne County And The Electric Chairs	NULL	NULL	nvgb6
2200	Weather Prophets	NULL	NULL	q4jwx
2201	Wedding Present	NULL	NULL	5cf9p
2202	Weekend	NULL	NULL	8rbd3
2203	Ween	NULL	NULL	vhw6m
2204	Western Promise	NULL	NULL	4z9x2
2205	We've Got A Fuzzbox And We're Gonna Use It	NULL	NULL	cgdpn
2206	What Noise	NULL	NULL	rj63q
2207	Wheat	NULL	NULL	hfxm5
2208	Where's The Beach	NULL	NULL	zbp28
2209	Whipped Cream	NULL	NULL	g9mq4
2210	Whirlwind	NULL	NULL	jd25c
2211	Whistler	NULL	NULL	f6n8r
2212	White And Torch	NULL	NULL	bxqvh
2213	White Hassle	NULL	NULL	wp54z
2214	White Stripes	NULL	NULL	938cg
2215	White Town	NULL	NULL	dmvrj
2216	Whiteout	NULL	NULL	624hf
2217	Widow Maker	NULL	NULL	xnczb
2218	Wild Man Fischer	NULL	NULL	pqrgw
2219	Wild Swans	NULL	NULL	35hj9
2220	Wild Weekend	NULL	NULL	m8zfd
2221	Will Oldham	NULL	NULL	2vgb6
2222	Wilson	NULL	NULL	n4jwx
2223	Wire	NULL	NULL	qcf9p
2224	Wisdom Of Harry	NULL	NULL	5rbd3
2225	Wishbone Ash	NULL	NULL	8hw6m
2226	Wolf Eyes	NULL	NULL	vz9x2
2227	Wolfhounds	NULL	NULL	4gdpn
2228	Wolves Of Greece	NULL	NULL	cj63q
2229	Woodbine	NULL	NULL	rfxm5
2230	Woodentops	NULL	NULL	hbp28
2231	Workforce	NULL	NULL	zw3nv
2232	Workhouse	NULL	NULL	gd25c
2233	Working Week	NULL	NULL	j6n8r
2234	World Of Twist	NULL	NULL	fxqvh
2235	Would Be's	NULL	NULL	bp54z
2236	Wreckless Eric	NULL	NULL	w38cg
2237	WYZ	NULL	NULL	9mvrj
2238	X Men	NULL	NULL	d24hf
2239	Xbooty	NULL	NULL	6nczb
2240	Xdreamists	NULL	NULL	xqrgw
2241	X-Mal Deutschland	NULL	NULL	p5hj9
2242	Xol Dog 400	NULL	NULL	38zfd
2243	Xploding Plastix	NULL	NULL	mvgb6
2244	X-Ray Spex	NULL	NULL	24jwx
2245	XTC	NULL	NULL	ncf9p
2246	Xymox	NULL	NULL	qrbd3
2247	Yachts	NULL	NULL	5hw6m
2248	Yardstick	NULL	NULL	8z9x2
2249	Yazoo	NULL	NULL	vgdpn
2250	Yeah Yeah Noh	NULL	NULL	4j63q
2251	Yeah Yeah Yeahs	NULL	NULL	cfxm5
2252	Yes	NULL	NULL	rbp28
2253	Yip Yip Coyote	NULL	NULL	hw3nv
2254	Yo La Tengo	NULL	NULL	z9mq4
2255	Young Gods	NULL	NULL	g6n8r
2256	Young Heart Attack	NULL	NULL	jxqvh
2257	Young Marble Giants	NULL	NULL	fp54z
2258	Young People	NULL	NULL	b38cg
2259	Young Tradition	NULL	NULL	wmvrj
2260	Yourcodenameis:Milo	NULL	NULL	924hf
2261	You've Got Foetus On Your Breath	NULL	NULL	dnczb
2262	Yumi Matsutoya	NULL	NULL	6qrgw
2263	Yummy Fur	NULL	NULL	x5hj9
2264	Zabrinski	NULL	NULL	p8zfd
2265	Zdob Si Zdub	NULL	NULL	3vgb6
2266	Zeke Manyika	NULL	NULL	m4jwx
2267	Zeni Geva	NULL	NULL	2cf9p
2268	Zero Zero	NULL	NULL	nrbd3
2269	Zerra I	NULL	NULL	qhw6m
2270	Zimbabwe Cha Cha Cha Kings	NULL	NULL	5z9x2
2271	Zinica	NULL	NULL	8gdpn
2272	Zion Train	NULL	NULL	vj63q
2273	Zones	NULL	NULL	4fxm5
2274	Zuvuya	NULL	NULL	cbp28
2275	Zvuki Mu	NULL	NULL	rw3nv
